#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
14,"Suge","DaBaby",75,7A,66,2019-05-22,02:43,70,"","Baby On Baby",2019-03-01,88,6,0,84,40,10,-6,D Minor,4,2gwkD6igEhQbDQegRCcdoB,USUM71902966
15,"Long Time Coming","Jagwar Twin",148,11A,79,2019-05-22,03:11,43,"","Subject To Flooding",2019-04-26,49,3,0,47,10,50,-5,F#/G♭ Minor,4,3GjXdHjA4Aa1Lz9fA63fVI,USAT21902467
16,"Artificial Paradise","Vlad Holiday",121,8B,46,2019-05-22,04:23,0,"","Artificial Paradise",2018-11-30,61,53,1,8,0,0,-7,C Major,4,2LO4djxEtCZ72VANAk3AQZ,US7VG1841059
17,"King of Everything","Dominic Fike",167,7B,47,2019-05-22,03:14,50,"","Don't Forget About Me, Demos",2018-10-16,64,78,6,57,0,10,-8,F Major,4,5IWW129DwGyMVQAbaJz3rS,USQX91802460
18,"Bank On The Funeral","Matt Maeson",177,2B,30,2019-05-22,03:29,42,"","Bank On The Funeral",2019-04-05,29,72,0,19,0,10,-9,F#/G♭ Major,3,4t86vQyqJuck4tAn9eIzHH,USAT21900738
19,"Longshot","Catfish and the Bottlemen",103,9B,77,2019-05-22,03:52,46,"indie, indie rock","Longshot",2019-01-08,48,0,0,47,0,10,-4,G Major,4,1Yi8XPnCPoimWwqxwm3uz9,GBUM71804352
20,"Trampoline","SHAED",127,6A,41,2019-05-22,03:04,3,"","MELT",2018-09-21,69,49,0,54,0,0,-8,G Minor,4,0lsRatBUs9HNIZAmoGABzk,QZ47A1800201
21,"Superposition","Young the Giant",170,9B,70,2019-05-22,03:50,70,"","Mirror Master",2018-10-12,59,0,3,43,0,10,-5,G Major,4,67YPjbcxUypwNOwYBZquq1,USAT21810536
22,"Chlorine","Twenty One Pilots",90,3A,67,2019-05-22,05:24,78,"","Trench",2018-10-05,61,7,6,32,0,30,-7,A#/B♭ Minor,4,23OXdR7YuUBVWh5hSnYJau,USAT21810687
23,"3 Nights","Dominic Fike",152,6A,52,2019-05-22,02:57,75,"","Don't Forget About Me, Demos",2018-10-16,82,22,0,88,0,10,-7,G Minor,4,1tNJrcVe6gwLEiZCtprs1u,USQX91802455
