#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
27,"Get Another Boyfriend","Backstreet Boys",96,7A,75,2025-12-30,03:06,58,"","Black & Blue",2000-11-21,74,3,0,80,10,10,-5,D Minor,4,3nx5PkGa2sJyXVJzqE4eYM,USJI10000537
28,"Get Down (You're the One for Me) - LP Edit No Rap","Backstreet Boys",113,1A,94,2025-12-30,03:50,49,"","Backstreet Boys",1996-00-00,78,7,0,76,0,0,-5,G#/A♭ Minor,4,1btqbebzIS2IK0QkRUpShJ,GBAHK9600025
29,"Helpless When She Smiles - Radio Version","Backstreet Boys",74,1B,85,2025-12-30,04:05,52,"","Unbreakable",2007-10-24,39,0,0,22,0,10,-4,B Major,4,0bCWyxvqNIq7jZjW9LY86G,USJI10700215
30,"Hey","Backstreet Boys",174,10B,56,2025-12-30,03:26,54,"","Hey",2025-02-14,39,9,0,16,0,10,-7,D Major,3,6XEQbfYGsJlrl5agnu5b1y,USRC12402496
31,"Hey Mr. DJ (Keep Playin' This Song)","Backstreet Boys",92,3A,67,2025-12-30,04:25,41,"","Backstreet Boys",1996-00-00,69,0,0,65,0,10,-6,A#/B♭ Minor,4,78U7NSrgfot4Ikkg6hHxpo,USJI19710096
32,"How Did I Fall in Love with You","Backstreet Boys",78,4A,16,2025-12-30,04:04,52,"","Black & Blue",2000-11-21,36,89,0,24,0,10,-15,F Minor,4,51gg9koXM8xJTFPZlcE7YC,USJI10000548
33,"If I Knew Then","Backstreet Boys",145,8B,83,2025-12-30,03:16,40,"","This Is Us",2009-10-06,76,3,0,84,0,10,-4,C Major,4,4dP90SAmFzv9hjyaqgVVDG,USJI10900516
34,"If You Want It To Be Good Girl (Get Yourself a Bad Boy)","Backstreet Boys",114,8A,87,2025-12-30,04:49,38,"","Backstreet Boys",1996-00-00,76,15,0,83,0,0,-5,A Minor,4,4PRlfsuWbWfVvU2RMZKp1R,USJI19710098
35,"I'll Never Break Your Heart","Backstreet Boys",162,6A,59,2025-12-30,04:47,54,"","Backstreet Boys",1996-00-00,52,9,0,34,0,10,-6,G Minor,3,4lq4yY0y3XqDQZsx03ITaH,GBAHK9500320
36,"In a World Like This","Backstreet Boys",125,9B,86,2025-12-30,03:40,43,"","In a World Like This",2013-07-30,61,1,0,56,0,30,-4,G Major,4,0aOY0Q047mhHJy9mBRCf8c,QMRSZ1300091
