#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
85,"Whatever U Like","Nicole Scherzinger,T.I.",93,3A,68,2022-06-26,03:53,49,"southern hip hop","Whatever U Like",2007-01-01,69,17,0,51,0,10,-5,A#/B♭ Minor,4,4oKxYjLCnXbfEGB63C1MvC,USUM70743234
86,"Not Afraid","Eminem",115,5A,95,2022-06-26,04:08,81,"rap, hip hop","Recovery",2010-06-18,86,53,0,67,20,20,-1,C Minor,5,7Ie9W94M7OjPoZVV216Xus,USUM71011769
87,"Love The Way You Lie","Eminem,Rihanna",87,6B,93,2022-06-26,04:23,89,"rap, hip hop, ","Recovery",2010-06-18,75,24,0,64,20,50,-5,A#/B♭ Major,4,15JINEqzVMv3SvJTAXAKED,USUM71015397
88,"25 To Life","Eminem",80,1A,93,2022-06-26,04:01,63,"rap, hip hop","Recovery",2010-06-18,70,24,0,36,20,10,-1,G#/A♭ Minor,4,0dyWQoMOU9oERL6c9vxtRp,USUM71015420
89,"Beautiful","Eminem",132,4A,70,2022-06-26,06:32,72,"rap, hip hop","Relapse: Refill",2009-05-15,73,25,0,47,0,0,-4,F Minor,4,1HR2CTi0ytRJIcik1QKdOa,USUM70964089
90,"Deuces (feat. Tyga & Kevin McCall)","Chris Brown,Tyga,Kevin McCall",74,3B,74,2022-06-26,04:36,73,"r&b, ","F.A.M.E. (Expanded Edition)",2011-03-22,69,3,0,22,10,0,-5,C♯/D♭ Major,4,6wN4nT2qy3MQc098yL3Eu9,USJI11000113
91,"Daniel","Bat For Lashes",135,1A,66,2022-06-26,04:11,0,"art pop, dream pop","Two Suns",2009-04-03,59,1,2,42,0,10,-8,G#/A♭ Minor,4,5VvsZvy1mwx4teyvI7O9rs,GBBND0801828
92,"Werewolf","CocoRosie",67,5A,50,2022-06-26,04:50,40,"","The Adventures of Ghosthorse & Stillborn",2007-04-10,51,32,0,8,0,40,-8,C Minor,4,1RgFmvtcKaMHHRtx1qrtM5,USTG30730607
93,"ET","Madita",90,3B,77,2022-06-26,03:23,1,"trip hop, nu jazz","Pacemaker",2010-06-25,77,3,7,51,0,10,-5,C♯/D♭ Major,4,6sbdWnFpQ5mzjQaNtkwN1w,ATGC90900005
94,"Take Me","Madita",120,7B,48,2022-06-26,04:07,1,"trip hop, nu jazz","Pacemaker",2010-06-25,63,19,15,24,0,10,-12,F Major,4,6HBiEbNvDvVe4G0dv7M3is,ATGC90900008
95,"Better Brother","Madita",120,9A,64,2022-06-26,03:03,3,"trip hop","Too",2008-01-25,82,10,0,78,0,10,-5,E Minor,4,3CVTa7LstKoKTKMy33xX9T,DEN920700193
96,"Set The Fire To The Third Bar","Snow Patrol,Martha Wainwright",96,10A,38,2022-06-26,03:23,0,"singer-songwriter","Eyes Open",2006-01-01,54,52,0,39,0,0,-7,B Minor,4,4kg5hAOumbLtNSg6J8aq8e,GBUM70600350
97,"Shut Your Eyes","Snow Patrol",125,3B,74,2022-06-26,03:17,0,"","Eyes Open",2006-01-01,69,15,0,84,0,0,-6,C♯/D♭ Major,4,2BQJVwxDZEdGvBOeWrj34g,GBUM70600346
98,"Open Your Eyes","Snow Patrol",131,9B,80,2022-06-26,05:40,23,"","Greatest Hits",2013-01-01,52,0,0,5,0,10,-6,G Major,4,59UOzBWI0VXObsG2oZJLia,GBUM70600352
99,"Called Out In The Dark","Snow Patrol",120,8B,71,2022-06-26,04:02,43,"","Greatest Hits",2013-01-01,73,2,0,96,0,0,-5,C Major,4,3vRwdZuUuoDo7YW7qjTdE0,GBUM71105911
