#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
49,"The Last Song","The All-American Rejects",180,3B,88,2026-01-12,05:00,54,"pop punk, emo","The All-American Rejects",2002-10-15,32,3,8,23,0,20,-3,C♯/D♭ Major,4,2vLgTJ8YADmKDvrfkrUCaJ,USDW10200537
50,"Bigcitydreams","Never Shout Never",68,8B,53,2026-01-12,03:13,52,"emo","The Yippee EP",2009-07-03,61,31,0,65,0,30,-6,C Major,4,30FGIXPjm30vX2KqbrIO2q,US4K30800108
51,"Bright Lights","Matchbox Twenty",80,12B,73,2026-01-12,03:54,61,"post-grunge","More Than You Think You Are",2002-11-01,32,1,0,20,0,60,-4,E Major,4,4dZhQj20JbKlD9oR0X8kjZ,USAT20202655
52,"Scarred","Kevin Rudolf",85,3B,79,2026-01-12,04:17,18,"","In The City",2008-01-01,53,2,0,37,0,0,-4,C♯/D♭ Major,4,6r7OMeYPFYoSQA6LmnNkL1,USCM50800950
53,"Stronger","Britney Spears",108,1B,92,2026-01-12,03:23,70,"pop","Oops!... I Did It Again",2000-05-16,71,13,0,84,0,20,-4,B Major,4,5QhBKPqsnX1uY9fZNaAtZg,USJI10000143
54,"Me, Myself & I","Vitamin C",116,7A,87,2026-01-12,03:57,27,"","Vitamin C",1999-08-31,86,9,6,87,0,0,-6,D Minor,4,6norRlDJBcp8NvkYKRsyVe,USEE19900255
55,"Don't Start Now","Dua Lipa",124,10A,79,2026-01-12,03:03,75,"pop","Don't Start Now",2019-10-31,79,1,0,68,0,10,-5,B Minor,4,6WrI0LAC5M1Rw2MnX2ZvEg,GBAHT1901121
56,"Flowers","Miley Cyrus",118,8B,68,2026-01-12,03:20,13,"","Flowers",2023-01-13,71,6,0,65,0,0,-4,C Major,4,0yLdNVWF3Srea0uzk55zFn,USSM12209777
57,"Elastic Heart","Sia",130,11B,79,2026-01-12,04:17,72,"","1000 Forms Of Fear (Deluxe Version)",2015-05-04,42,1,0,50,0,10,-5,A Major,4,5S9lfZu1YF8xKkgSsqL2Bd,USRC11400976
58,"Hey","Backstreet Boys",174,10B,56,2026-01-12,03:26,45,"","Millennium 2.0",2025-07-11,39,9,0,16,0,10,-7,D Major,3,2cEY3ZORfn7ISPcCSbQWeL,USRC12402496
59,"End Credits","Andrew Lloyd Webber",160,3B,33,2026-01-12,01:49,21,"musicals","SUNSET BLVD: The Album",2024-10-25,17,51,37,36,0,30,-11,C♯/D♭ Major,4,1U1Bca0AVR9gX7enNUYFca,QM6P42409302
60,"Notebook","Melanie Martinez",93,8A,50,2026-03-12,02:30,49,"","K-12 (After School – Deluxe Edition)",2020-09-24,88,36,0,79,0,0,-9,A Minor,4,5qLjcPwpJ1cisCDbmqM6xZ,USAT22005790
