#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
51,"Fiction","The xx",115,6A,36,2025-01-04,02:56,57,"","Coexist",2012-09-10,79,69,41,64,0,0,-14,G Minor,4,40Gp0YR5kj8vT7Z55YzTFM,GBBKS1200087
52,"Pretty Pimpin","Kurt Vile",91,4B,66,2025-01-04,04:58,0,"","b'lieve i'm goin down...",2015-09-25,57,9,31,76,0,0,-9,G#/A♭ Major,4,3l9eg9RtisizG12a1D6nZl,USMTD1506585
53,"Temporary Love","The Brinks",103,11A,56,2025-01-04,03:25,40,"","Temporary Love",2015-12-04,71,66,0,33,0,10,-8,F#/G♭ Minor,4,2U6hcDLZHYRSd9Up0mMe9W,USQX91503131
54,"Cut and Run","Yoke Lore",130,2B,49,2025-01-08,03:53,27,"","Cut and Run",2018-06-08,68,26,25,19,0,20,-7,F#/G♭ Major,4,1jcc4CFffZrfY8IaijehUv,QZ2P21800002
55,"Down Here Waiting","Blue October",150,10B,95,2025-03-06,03:35,37,"","Down Here Waiting",2023-07-07,54,2,0,78,0,30,-5,D Major,4,5yqS1eBrDMx7bbcGilON0N,USZCN2300020
56,"Everything You Want","Vertical Horizon",94,2A,76,2025-01-04,04:17,67,"","Everything You Want",1999-06-14,64,5,0,74,0,0,-6,D#/E♭ Minor,4,4cKGldbhGJniI8BrB3K6tb,USRC19900048
57,"The Resolution","Jack's Mannequin",188,10B,92,2025-03-06,03:05,42,"pop punk","The Glass Passenger",2008-09-29,37,0,0,49,0,0,-5,D Major,4,48Pi3H6sYU4Vp8dNs2DZSM,USWB10804674
58,"Girls Your Age","Transviolet",139,5A,40,2025-01-04,03:28,39,"","Transviolet",2015-09-18,43,45,0,11,0,0,-10,C Minor,4,3wchQBokK9IDtoYrw14gpK,USSM11505710
59,"Baby","Bishop Briggs",140,11A,59,2025-01-04,03:14,41,"","Baby",2018-08-17,66,0,0,21,0,20,-6,F#/G♭ Minor,4,21vwWfS6qvxh8TN3lgHvZr,QMEU31723317
60,"Breathe on Me","Britney Spears",112,4A,56,2025-03-06,03:43,58,"pop","In The Zone",2003-11-13,71,0,1,57,0,0,-6,F Minor,4,1lK5iIMKifrxERzS3iimJH,USJI10301003
61,"Lady Wood","Tove Lo",120,6A,60,2025-01-04,03:36,41,"","Lady Wood",2016-10-28,65,34,0,16,10,10,-8,G Minor,4,5cB9BlseQteklXaJjRtZti,SEUM71601636
62,"Grindin'","NF,Marty",110,3B,73,2025-03-06,04:37,58,"christian hip hop","Therapy Session",2016-04-22,68,19,0,32,10,0,-7,C♯/D♭ Major,4,3m6HMeFX6GIlGPMBcLEN6t,USUM71601383
63,"All the Above (feat. T-Pain)","Maino,T-Pain",149,4B,89,2025-03-06,05:19,66,"","If Tomorrow Comes...",2009-06-26,37,8,0,37,10,20,-3,G#/A♭ Major,4,1z667LebVh3DtYNrVJEao0,USAT20900256
64,"Run It! (feat. Juelz Santana)","Chris Brown,Juelz Santana",101,12A,48,2025-03-06,03:49,79,"r&b, ","Chris Brown (Expanded Edition)",2005-00-00,85,2,0,21,10,30,-7,C♯/D♭ Minor,4,7xYnUQigPoIDAMPVK79NEq,USJI10500482
65,"Gimme That","Chris Brown",87,10A,57,2025-01-04,03:06,71,"r&b","Chris Brown (Expanded Edition)",2005-00-00,68,0,0,44,0,10,-7,B Minor,4,53ETzLQQKFCzykRbqWb1ph,USJI10500721
66,"Don't Cha","The Pussycat Dolls,Busta Rhymes",120,3B,63,2025-01-04,04:32,2,"east coast hip hop","PCD (Revised International Version)",2005-01-01,88,1,0,55,10,10,-3,C♯/D♭ Major,4,24kGngQeXHt0uhffKpq0zj,USUM70503191
67,"Promiscuous","Nelly Furtado,Timbaland",114,3A,97,2025-01-04,04:02,57,"","The Best of Nelly Furtado (Deluxe)",2010-01-01,81,5,0,88,0,10,-6,A#/B♭ Minor,4,3SwlakM6VX47IwG0Wll5ek,USUM70603473
68,"Only Girl (In The World)","Rihanna",126,10A,72,2025-01-04,03:55,76,"","Loud",2010-11-16,79,13,0,61,0,0,-4,B Minor,4,0AH6WMe3OlAlUb5miXt2FQ,USUM71023200
69,"I'm a Slave 4 U","Britney Spears",110,4A,84,2025-03-06,03:23,74,"pop","Britney (Digital Deluxe Version)",2001-10-31,85,42,0,96,10,10,-4,F Minor,4,6ldwfK0yWgTAlmIfuQkTYN,USJI10100421
70,"Stutter","Maroon 5",120,12A,88,2025-01-04,03:16,42,"pop","Hands All Over (Deluxe)",2010-00-00,71,2,0,81,0,10,-3,C♯/D♭ Minor,4,7zmJyZL3DfYBBYbY8Rve6W,USUM71019654
